File,SAPT Coulomb
SSI-018SER-040GLU-1,-23.4817
SSI-018THR-035ILE-1,-1.3942
SSI-018VAL-034ILE-1,-0.7683
SSI-018VAL-164TYR-1,-1.2657
SSI-018VAL-166ILE-1,-0.3492
SSI-019ALA-055HIE-1,-1.0990
SSI-019ALA-058TYR-1,-0.2125
SSI-019ARG-027ARG-1,64.1974
SSI-019ASN-053VAL-1,-1.2536
SSI-019GLN-026GLU-1,-1.6172
SSI-019GLU-022LYS-2,-0.7606
SSI-019GLU-025THR-1,-26.5279
SSI-019ILE-051VAL-1,-0.4589
SSI-019LEU-037ILE-1,-0.2937
SSI-019LEU-041VAL-1,-0.7608
SSI-019LEU-061ARG-1,-0.6897
SSI-019LEU-062LEU-1,-0.5000
SSI-019LEU-062LEU-2,-0.3799
SSI-019LYS-027VAL-1,-0.5296
SSI-019LYS-031HIE-1,-1.3496
SSI-019LYS-071GLU-1,-118.8616
SSI-019PHE-049LEU-1,-0.7211
SSI-019SER-023ARG-1,-1.9373
SSI-019SER-023ARG-2,-4.9019
SSI-019SER-026ARG-1,-16.4666
SSI-019THR-022MET-1,-2.9336
SSI-019THR-035GLU-1,-0.5562
SSI-019THR-035GLU-2,-0.9750
SSI-019TYR-050TRP-1,-2.2958
SSI-019VAL-027ILE-1,-0.6377
SSI-019VAL-058VAL-1,-0.8738
SSI-019VAL-075LEU-1,-0.4185
SSI-019VAL-081LEU-1,-0.5817
SSI-019VAL-137ILE-1,-1.3959
SSI-019VAL-138VAL-1,-0.9566
SSI-019VAL-138VAL-2,-0.6054
SSI-020ASN-039LYS-2,-22.3299
SSI-020ASN-040LYS-1,-21.4512
SSI-020ASP-082LYS-1,-78.1109
SSI-020GLN-036TRP-1,-2.3403
SSI-020GLN-059ARG-1,0.0464
SSI-020HIE-062ASP-2,11.9896
SSI-020HIE-068LYS-1,-1.1287
SSI-020ILE-023VAL-1,-0.6464
SSI-020ILE-032THR-1,-0.5398
SSI-020ILE-082ILE-1,-0.6754
SSI-020ILE-309ALA-1,-0.5219
SSI-020LEU-024VAL-1,-0.9688
SSI-020LEU-038ILE-1,-0.6578
SSI-020LEU-042VAL-1,-2.0661
SSI-020LYS-040GLU-1,-117.0640
SSI-020PHE-135PHE-1,-1.6897
SSI-020PHE-149LEU-1,-0.3979
SSI-020PRO-023ARG-2,3.8908
SSI-020PRO-177PRO-1,-0.5210
SSI-020PRO-178LYS-1,-0.4588
SSI-020PRO-181ILE-1,-2.1680
SSI-020SER-058VAL-1,-3.0955
SSI-020SER-091ARG-1,0.1538
SSI-020VAL-029TYR-1,-0.6070
SSI-021ALA-039TYR-1,-0.8054
SSI-021ALA-057VAL-1,-0.6615
SSI-021ALA-100ASN-1,-2.2360
SSI-021ARG-033THR-1,-1.2611
SSI-021ARG-035GLU-1,-2.7804
SSI-021ARG-035GLU-2,-89.7817
SSI-021GLN-024LYS-1,-18.6968
SSI-021GLN-024LYS-2,-1.2611
SSI-021GLN-057TYR-1,-0.8835
SSI-021HIE-061PHE-1,-1.2798
SSI-021ILE-031HIE-1,-1.3799
SSI-021ILE-036VAL-1,-0.1581
SSI-021ILE-038VAL-1,-0.3210
SSI-021ILE-041PHE-1,-0.8424
SSI-021ILE-077LEU-1,-0.9915
SSI-021ILE-088ILE-1,-0.4521
SSI-021LYS-032TYR-1,-6.4766
SSI-021LYS-039ILE-1,-0.5588
SSI-021MET-058TYR-1,-2.3162
SSI-021MET-062GLN-1,-0.5368
SSI-021MET-069ILE-1,-0.9028
SSI-021PHE-025GLN-1,-1.8250
SSI-021PHE-038VAL-1,-1.2552
SSI-021PHE-054ILE-1,-0.6779
SSI-021PHE-060PRO-1,-0.7147
SSI-021PHE-072PHE-1,-1.3355
SSI-021PHE-072THR-1,-3.3907
SSI-021PHE-076VAL-1,-0.7835
SSI-021PHE-079ILE-1,-1.1606
SSI-021PHE-082PHE-1,-2.2863
SSI-021PHE-097LEU-1,-3.2592
SSI-021PHE-097LEU-2,-1.0996
SSI-021PHE-113ILE-1,-2.1709
SSI-021PHE-131VAL-1,-1.0097
SSI-021PHE-251HIE-1,-2.8616
SSI-021PHE-260ILE-1,-0.5658
SSI-021SER-142ASN-1,-1.2869
SSI-021THR-148GLN-1,-1.6467
SSI-021THR-150LYS-1,-1.6738
SSI-021TYR-088PHE-1,-1.7539
SSI-022ARG-072GLU-1,-100.5910
SSI-022ARG-073GLU-1,-83.0612
SSI-022GLN-028GLN-1,2.8987
SSI-022GLN-046MET-1,-3.6042
SSI-022GLN-055ASN-1,-3.3770
SSI-022GLN-058GLU-1,-2.6965
SSI-022GLN-147TYR-1,-9.0839
SSI-022ILE-072HIE-1,-0.7438
SSI-022ILE-074ILE-1,-2.4360
SSI-022LEU-057THR-1,-0.4134
SSI-022LEU-058PHE-1,-0.8095
SSI-022LEU-062ILE-1,-0.3388
SSI-022LEU-065LEU-1,-0.7398
SSI-022LEU-081LYS-2,-0.5675
SSI-022LYS-086ILE-1,-1.0842
SSI-022MET-041VAL-1,-0.2946
SSI-022PHE-027ILE-1,-0.7165
SSI-022PHE-031ILE-1,-0.8861
SSI-022PHE-039TRP-1,-1.1227
SSI-022PHE-040ALA-1,-1.1496
SSI-022PHE-041PHE-1,-1.0419
SSI-022PHE-064VAL-1,-1.0105
SSI-022PHE-069VAL-1,-0.6450
SSI-022PHE-069VAL-2,-0.9948
SSI-022PHE-099ALA-1,-0.2150
SSI-022PHE-166ILE-1,-0.6430
SSI-022PHE-168TYR-1,-2.1993
SSI-022SER-121LEU-1,-0.4624
SSI-022TRP-026THR-1,-0.5738
SSI-022TRP-039TYR-1,-1.1261
SSI-022TRP-040TRP-1,-0.9671
SSI-022TRP-043ILE-1,-1.4415
SSI-022TRP-055LEU-2,-1.2014
SSI-022TRP-059VAL-1,-2.1690
SSI-022VAL-067LEU-1,-0.5280
SSI-022VAL-079TYR-1,-1.2047
SSI-022VAL-079TYR-2,-1.1841
SSI-023ASP-027ARG-1,-100.5673
SSI-023ASP-042ARG-1,-123.1699
SSI-023ASP-057ARG-1,-111.2343
SSI-023GLN-177PRO-1,-1.0197
SSI-023GLN-217THR-1,-7.4663
SSI-023GLU-028LEU-1,-0.7716
SSI-023GLU-046LYS-1,-108.4333
SSI-023ILE-060PRO-1,-0.9021
SSI-023LEU-035PHE-1,-0.5359
SSI-023LEU-035PHE-2,-0.7317
SSI-023LEU-036ARG-1,-0.5518
SSI-023LEU-055ILE-1,-0.6114
SSI-023LEU-097LEU-1,-0.1636
SSI-023LYS-029GLU-1,-75.9712
SSI-023LYS-029GLU-2,-1.9854
SSI-023LYS-064TYR-1,-3.9184
SSI-023LYS-064TYR-2,-1.4123
SSI-023MET-038ILE-1,-1.0704
SSI-023SER-051ASN-1,-6.9592
SSI-023THR-085ALA-1,-0.7269
SSI-023TYR-026LEU-1,-1.2082
SSI-023TYR-031TYR-1,-1.9545
SSI-023VAL-041ILE-1,-0.8372
SSI-023VAL-055LEU-1,-0.6478
SSI-024ALA-034ALA-1,-0.6920
SSI-024ARG-073ASN-1,-13.5443
SSI-024ARG-076GLU-1,-105.4178
SSI-024ASN-027ARG-1,-23.0990
SSI-024ASN-027LEU-2,-0.9936
SSI-024ASN-029ILE-1,-1.0656
SSI-024ASN-034TYR-1,-2.7082
SSI-024ASN-056PHE-1,-1.9765
SSI-024ASN-058TYR-1,-7.0605
SSI-024ASP-065HIE-1,-32.8044
SSI-024CYS-100ASN-1,-2.4675
SSI-024GLU-040HIE-1,-27.7866
SSI-024GLU-041LEU-1,-0.9014
SSI-024GLU-050ARG-1,-2.7431
SSI-024GLU-054ARG-1,-101.9176
SSI-024ILE-055TYR-1,-0.4732
SSI-024LEU-028GLU-1,-0.8843
SSI-024LEU-028GLU-2,-0.1612
SSI-024LEU-029GLU-1,-0.9747
SSI-024LEU-031LEU-1,-0.6412
SSI-024LEU-032VAL-1,-0.3954
SSI-024LEU-054VAL-1,-0.4499
SSI-024LEU-260ILE-1,-0.5806
SSI-024LEU-261ASN-1,-0.6563
SSI-024LYS-057TYR-1,-0.7975
SSI-024LYS-069TYR-1,-2.1956
SSI-024LYS-069TYR-2,-4.8112
SSI-024PHE-089LEU-1,-2.1593
SSI-024PHE-089THR-1,-1.7715
SSI-024PHE-099TRP-1,-1.4810
SSI-024PHE-100SER-1,-1.6736
SSI-024PHE-130LYS-1,-0.7792
SSI-024SER-038THR-1,1.6149
SSI-024THR-041GLU-1,-3.0120
SSI-024VAL-032HIE-1,-0.7471
SSI-024VAL-049ILE-1,-0.3542
SSI-024VAL-054PHE-1,-1.3354
SSI-024VAL-079PHE-1,-1.2024
SSI-024VAL-142VAL-1,-1.1258
SSI-024VAL-143GLN-1,-0.6624
SSI-025ALA-035TRP-1,-0.5971
SSI-025ALA-037ALA-1,-0.8673
SSI-025ASN-181ASN-1,-9.6136
SSI-025ASN-183THR-1,-6.7541
SSI-025GLN-029LYS-1,-2.9875
SSI-025GLN-036THR-1,1.4001
SSI-025GLN-039TYR-1,-4.1050
SSI-025GLN-260ILE-1,-0.7214
SSI-025GLN-274ILE-1,-0.1906
SSI-025ILE-028VAL-1,-0.7451
SSI-025ILE-036VAL-1,-0.3409
SSI-025ILE-056LEU-1,-0.6325
SSI-025ILE-059ASP-1,-1.0063
SSI-025ILE-084ILE-1,-1.8651
SSI-025ILE-084ILE-2,-0.6456
SSI-025ILE-090ALA-1,-0.6113
SSI-025ILE-091VAL-1,-0.4978
SSI-025LEU-055VAL-1,-0.7496
SSI-025LEU-060PRO-1,-0.6413
SSI-025LEU-075ILE-1,-0.4188
SSI-025LEU-075ILE-2,-0.3197
SSI-025SER-035ALA-1,-1.0151
SSI-025SER-075ASP-1,4.8094
SSI-025SER-100ILE-1,-0.9113
SSI-025THR-045THR-1,-9.0369
SSI-025THR-100TRP-1,-0.9353
SSI-025THR-103LYS-1,-17.1854
SSI-025TRP-038MET-1,-0.1477
SSI-025TRP-135ALA-1,-0.5625
SSI-025TRP-144LYS-1,-0.9717
SSI-025TRP-146PHE-1,-3.5777
SSI-025TRP-152GLU-1,-19.2203
SSI-025TYR-080ARG-1,-1.8468
SSI-025TYR-081PHE-1,-1.5759
SSI-025TYR-084LEU-1,-0.7929
SSI-025VAL-029TRP-1,-0.4986
SSI-025VAL-057VAL-1,-0.2820
SSI-025VAL-069ILE-1,-0.8579
SSI-025VAL-083GLU-2,-1.0116
SSI-025VAL-185ARG-1,-0.6598
SSI-026ASN-054ASN-1,-9.6123
SSI-026ASN-055ILE-1,-0.8676
SSI-026ASN-058GLU-1,-12.8255
SSI-026ASP-042PHE-1,0.8737
SSI-026ASP-077PHE-1,-0.2403
SSI-026GLN-065HIE-1,-0.8514
SSI-026GLN-065HIE-2,0.7736
SSI-026GLU-042HIE-1,11.5652
SSI-026GLU-057TYR-2,-32.9208
SSI-026GLU-059ARG-1,-95.2371
SSI-026ILE-037TRP-1,-0.4532
SSI-026ILE-078ALA-1,-0.5462
SSI-026LEU-037PHE-1,-0.7049
SSI-026LEU-039ILE-1,-1.2765
SSI-026LEU-040GLU-1,-0.6379
SSI-026LEU-041VAL-1,-0.8383
SSI-026LEU-135ALA-1,-1.2653
SSI-026MET-029PHE-1,-1.3170
SSI-026MET-099ALA-1,-0.8966
SSI-026MET-103HIE-1,-2.1114
SSI-026MET-168TYR-1,-0.9610
SSI-026PHE-030TRP-1,-0.9528
SSI-026PHE-036PHE-1,-0.9846
SSI-026PHE-118ILE-1,-1.1499
SSI-026PHE-217THR-1,-3.1817
SSI-026THR-031LEU-1,-0.5066
SSI-026TYR-062ILE-1,-0.7750
SSI-026TYR-069TYR-1,-1.7536
SSI-026VAL-041GLU-1,-1.6857
SSI-026VAL-041GLU-2,-1.2989
SSI-027ALA-074LEU-1,-0.5542
SSI-027ALA-102ASN-1,-0.7417
SSI-027ARG-049GLU-1,-92.0617
SSI-027ARG-055THR-1,-0.2794
SSI-027ARG-094ASP-1,-92.4829
SSI-027ILE-039THR-1,-0.8499
SSI-027ILE-046PHE-1,-0.6695
SSI-027ILE-075LEU-1,-0.3888
SSI-027LYS-089LEU-1,-0.8066
SSI-027PHE-030ILE-1,-0.5837
SSI-027PHE-057VAL-1,-1.0157
SSI-027PHE-069SER-1,-1.6193
SSI-027PHE-071VAL-1,-1.2857
SSI-027PHE-078GLN-1,-1.9646
SSI-027PRO-032MET-1,-0.8542
SSI-027SER-034ILE-1,-0.7035
SSI-027THR-036SER-1,-7.6030
SSI-027VAL-070TRP-1,-1.7602
SSI-027VAL-085ALA-1,-0.5058
SSI-027VAL-086TYR-1,-1.4212
SSI-027VAL-088ILE-1,-1.3753
SSI-027VAL-090THR-1,-0.5622
SSI-028ALA-038VAL-1,-0.9283
SSI-028ALA-041VAL-1,-0.6747
SSI-028ARG-031GLN-1,-15.4168
SSI-028GLU-072HIE-1,-34.4306
SSI-028GLU-097LYS-1,-110.4399
SSI-028ILE-036LEU-1,-0.2728
SSI-028ILE-091VAL-1,-1.2278
SSI-028ILE-106VAL-1,-1.6460
SSI-028ILE-151VAL-1,-0.7611
SSI-028LEU-037VAL-1,-0.7288
SSI-028LEU-055LYS-1,-1.3666
SSI-028LEU-058ALA-1,-0.5270
SSI-028LEU-059ARG-2,-1.1308
SSI-028LEU-061GLU-1,-0.8878
SSI-028LEU-133PHE-1,-0.5663
SSI-028LYS-067TYR-1,-1.5736
SSI-028LYS-317ASN-1,-18.9387
SSI-028MET-031ASP-1,-3.4712
SSI-028MET-037ARG-2,-1.1538
SSI-028MET-040HIE-1,-2.9022
SSI-028PRO-058LEU-1,-1.0503
SSI-028PRO-111LEU-1,-0.8467
SSI-028SER-055THR-1,-10.3609
SSI-028SER-056GLU-1,-1.2705
SSI-028VAL-031THR-1,-4.5451
SSI-028VAL-036MET-1,-4.1379
SSI-028VAL-038VAL-1,-1.0018
SSI-028VAL-058PHE-1,-1.1721
SSI-028VAL-085GLU-1,-4.9180
SSI-028VAL-086ASN-1,-1.7411
SSI-028VAL-105PHE-1,-0.6998
SSI-028VAL-128PHE-1,-1.7686
SSI-028VAL-170LEU-1,-1.1268
SSI-029ALA-274ILE-1,-0.4573
SSI-029ASN-034LYS-2,-23.5558
SSI-029ASN-179SER-1,0.3097
SSI-029ASP-070ASP-1,81.4251
SSI-029GLN-033ASP-1,7.5354
SSI-029GLU-045LEU-1,-0.5036
SSI-029GLU-055SER-1,-22.8075
SSI-029LEU-034VAL-1,-0.3848
SSI-029LEU-036PHE-2,-1.2881
SSI-029LEU-040GLU-1,-0.8089
SSI-029LEU-045GLN-1,-1.2694
SSI-029LEU-095TYR-1,-0.7999
SSI-029LYS-035GLU-1,-2.5448
SSI-029PHE-094LEU-1,-1.1705
SSI-029PHE-101TRP-1,-2.3103
SSI-029PHE-103HIE-1,-0.0762
SSI-029PHE-168TYR-1,-0.9662
SSI-029PHE-177ILE-1,-1.4418
SSI-029PRO-085GLU-1,-8.4586
SSI-029THR-121TYR-1,-1.1640
SSI-029THR-121TYR-2,-8.8032
SSI-029TRP-302SER-1,-1.0723
SSI-029TRP-305ILE-1,-1.2829
SSI-029TRP-308ASP-1,-5.2770
SSI-029TRP-315PHE-1,-1.5937
SSI-029TYR-049GLU-1,-1.1972
SSI-029VAL-036VAL-1,-0.3679
SSI-029VAL-054LEU-1,-0.7753
SSI-029VAL-087LEU-1,-0.7304
SSI-030ALA-274ILE-1,-0.6813
SSI-030ASP-320ARG-1,-98.5533
SSI-030GLN-034TRP-1,-0.8521
SSI-030GLN-034TRP-2,-7.4818
SSI-030GLN-036MET-1,-4.7551
SSI-030GLU-033GLN-1,-17.6954
SSI-030GLU-034ASP-1,71.8775
SSI-030GLU-038PHE-1,-1.1199
SSI-030GLU-042PHE-1,-0.7736
SSI-030GLU-049PHE-1,-2.5171
SSI-030GLU-061LYS-1,-109.5856
SSI-030ILE-034LEU-1,-0.3679
SSI-030ILE-055ILE-1,-2.1575
SSI-030ILE-093TYR-1,-0.5735
SSI-030LEU-034LEU-1,-0.7172
SSI-030LYS-078TYR-2,-3.3667
SSI-030LYS-083GLU-1,-112.4634
SSI-030LYS-085GLU-1,-1.8914
SSI-030LYS-169THR-1,-16.0200
SSI-030PHE-042LEU-1,-0.8989
SSI-030PHE-044ILE-1,-0.8902
SSI-030PHE-061GLU-2,-1.0628
SSI-030PHE-151ILE-1,-1.4085
SSI-030PRO-057MET-1,-0.8823
SSI-030SER-109GLU-1,-23.2376
SSI-030THR-121LYS-1,-1.7003
SSI-030TRP-033THR-1,-1.6394
SSI-030TRP-036PHE-1,-3.3314
SSI-030TRP-042GLU-1,-17.0224
SSI-030TRP-046LEU-1,-2.5201
SSI-030TRP-073PHE-1,-0.6674
SSI-030TRP-079LEU-1,-0.7939
SSI-030TRP-103PHE-1,-2.7811
SSI-030TRP-171THR-1,-0.4843
SSI-030TRP-176SER-2,-8.1841
SSI-030TRP-212GLU-1,-13.2071
SSI-030TRP-213GLU-1,-4.1948
SSI-030TRP-216SER-1,-0.7435
SSI-030TRP-217THR-1,-0.5537
SSI-030VAL-033VAL-1,-1.0259
SSI-030VAL-044LEU-1,-0.9046
SSI-030VAL-050ILE-1,-0.3514
SSI-031ALA-088VAL-1,-0.9469
SSI-031ASP-034HIE-1,7.4065
SSI-031HIE-035LEU-1,-1.4212
SSI-031HIE-037SER-1,-11.1388
SSI-031HIE-109LEU-1,-1.4683
SSI-031HIE-125LEU-1,-1.1127
SSI-031HIE-128GLU-1,-15.9053
SSI-031ILE-034ILE-1,-0.7628
SSI-031ILE-097TRP-1,-1.0922
SSI-031ILE-246ALA-1,-0.9072
SSI-031LEU-091LEU-1,-0.9850
SSI-031LEU-125LEU-1,-0.8102
SSI-031LEU-168LEU-1,-0.4073
SSI-031LEU-213GLU-1,-3.5200
SSI-031PHE-060THR-1,-0.5792
SSI-031PHE-061ILE-1,-0.9514
SSI-031PHE-062HIE-1,-0.6969
SSI-031PHE-076ALA-1,-0.4734
SSI-031PHE-092TRP-2,-5.2121
SSI-031PHE-095TYR-1,-1.8194
SSI-031PRO-097VAL-1,-0.8478
SSI-031THR-085GLU-1,-19.2066
SSI-031THR-128PHE-1,-0.7651
SSI-031TRP-060ASP-1,-20.4039
SSI-031TRP-164VAL-1,-0.8797
SSI-031TRP-168GLN-1,-2.0191
SSI-031TRP-168GLN-2,-3.2141
SSI-031TRP-171ALA-1,-1.0163
SSI-031TYR-037PHE-2,-2.5513
SSI-031TYR-048HIE-1,-3.6585
SSI-031TYR-051GLN-1,-2.0470
SSI-031VAL-056PHE-1,-0.5903
SSI-031VAL-068LEU-1,-0.6677
SSI-031VAL-071VAL-1,-0.7097
SSI-031VAL-073VAL-1,-0.3498
SSI-031VAL-077ILE-1,-0.6646
SSI-032ASP-040HIE-1,-0.2839
SSI-032GLN-116ASP-1,-19.3722
SSI-032GLU-035ARG-1,-110.7909
SSI-032GLU-169THR-1,-2.1447
SSI-032GLU-169THR-2,-20.4827
SSI-032ILE-036GLU-1,-0.8827
SSI-032ILE-065LEU-1,-1.5234
SSI-032LYS-080GLU-2,-101.1684
SSI-032LYS-083LEU-1,-0.9271
SSI-032LYS-091LEU-1,-0.1063
SSI-032LYS-091LEU-2,-1.0748
SSI-032PHE-058ASP-1,-0.8198
SSI-032PHE-081VAL-1,-0.5791
SSI-032PHE-095LEU-1,-1.9875
SSI-032SER-057GLU-1,-22.8379
SSI-032THR-093LYS-1,-0.3090
SSI-032THR-094LEU-1,-0.8535
SSI-032THR-128LEU-1,-0.7667
SSI-032TRP-062ALA-1,-1.7613
SSI-032TRP-073PHE-1,-2.4921
SSI-032TRP-074VAL-1,-0.5592
SSI-032TRP-083ASN-1,-8.4402
SSI-032VAL-042ILE-1,-1.5579
SSI-032VAL-052VAL-1,-0.6767
SSI-032VAL-056HIE-1,-0.3825
SSI-032VAL-068LEU-1,-0.4308
SSI-032VAL-080ARG-1,-1.4144
SSI-032VAL-100VAL-1,-0.7942
SSI-033ARG-189PRO-1,0.1899
SSI-033ARG-191LEU-1,-1.1799
SSI-033ARG-191LEU-2,-1.4032
SSI-033ASP-276SER-1,-20.3184
SSI-033ASP-279LYS-1,-117.8927
SSI-033ASP-279LYS-2,-1.9489
SSI-033CYS-047TYR-1,-1.9453
SSI-033GLN-092ASN-2,-10.8046
SSI-033GLU-036ARG-1,-114.0063
SSI-033HIE-060MET-2,-1.5436
SSI-033HIE-062THR-1,-11.8903
SSI-033ILE-037ASP-1,-0.7269
SSI-033ILE-061VAL-1,-0.2316
SSI-033LEU-053VAL-1,-1.1012
SSI-033LEU-059ILE-1,-0.3181
SSI-033LEU-061PRO-1,-0.4141
SSI-033LEU-089ILE-1,-0.3613
SSI-033PHE-058PHE-1,-0.4741
SSI-033THR-100GLN-1,-1.9519
SSI-033TYR-062HIE-1,-1.4089
SSI-033TYR-091ASN-1,-13.6008
SSI-033TYR-094ILE-1,-2.9171
SSI-033TYR-094ILE-2,-0.3325
SSI-033VAL-048ILE-1,-0.5012
SSI-033VAL-055VAL-1,-0.7402
SSI-033VAL-091ASN-1,-1.1948
SSI-034ALA-133LYS-1,-0.4866
SSI-034ALA-152GLU-1,-1.2862
SSI-034ARG-060TYR-1,-15.1665
SSI-034ARG-064LEU-1,-0.5350
SSI-034ASN-076SER-1,-2.1482
SSI-034ASN-078TYR-1,0.2809
SSI-034ASP-037PHE-1,-1.3782
SSI-034ASP-061ARG-1,-77.2065
SSI-034HIE-057HIE-1,-1.3030
SSI-034ILE-037TYR-1,-1.0713
SSI-034LEU-038TYR-1,-0.9873
SSI-034LEU-044TRP-1,-0.8916
SSI-034LYS-068GLU-1,-101.9006
SSI-034LYS-070TRP-1,-0.7600
SSI-034LYS-070TRP-2,-0.7099
SSI-034LYS-086TYR-1,-1.6071
SSI-034LYS-086TYR-2,-4.6198
SSI-034PHE-045TRP-1,-3.4735
SSI-034PHE-058CYS-1,-1.7999
SSI-034PHE-062HIE-1,-0.6330
SSI-034PHE-069MET-1,-2.7900
SSI-034PHE-072LEU-1,-0.7421
SSI-034PHE-100VAL-2,-1.5961
SSI-034PRO-065ALA-1,-0.9393
SSI-034PRO-075PRO-1,-0.9978
SSI-034SER-105LEU-1,-0.8740
SSI-034TRP-037TRP-1,-0.9473
SSI-034TYR-136ALA-1,-0.7661
SSI-034TYR-143MET-1,-2.5593
SSI-034TYR-148VAL-1,-1.3138
SSI-034TYR-277TYR-1,0.1280
SSI-034VAL-046LEU-1,-0.4417
SSI-034VAL-048PHE-1,-1.1452
SSI-034VAL-072VAL-1,-0.4345
SSI-034VAL-077LEU-1,-0.6714
SSI-034VAL-111LEU-1,-0.8125
SSI-035ALA-065LEU-1,-0.4843
SSI-035ALA-067ARG-1,-1.6673
SSI-035ARG-041THR-1,-14.4260
SSI-035ARG-042VAL-1,-0.4632
SSI-035ASN-172GLU-1,-9.0368
SSI-035ASN-174TYR-1,-0.3713
SSI-035ASP-046ARG-1,-93.7919
SSI-035CYS-038CYS-1,-14.6576
SSI-035CYS-154THR-1,-7.3946
SSI-035GLU-189PRO-1,-1.5030
SSI-035HIE-059ARG-1,-0.8947
SSI-035HIE-059ARG-2,-3.8009
SSI-035HIE-061ARG-1,-1.4226
SSI-035LEU-061PRO-1,-0.2613
SSI-035LEU-085LEU-1,-0.4285
SSI-035LYS-083TYR-1,0.0138
SSI-035LYS-090GLU-1,-3.0392
SSI-035PHE-047TYR-1,-1.6505
SSI-035PHE-062THR-1,-2.2321
SSI-035PHE-097LEU-1,-0.8089
SSI-035PHE-111PHE-1,-2.0121
SSI-035PHE-128PHE-1,-3.0548
SSI-035THR-112LYS-1,-0.2919
SSI-035TRP-045HIE-1,-0.6075
SSI-035TRP-058PHE-1,-4.2814
SSI-035TRP-064ARG-1,-0.9099
SSI-035TRP-157VAL-1,-1.0784
SSI-035TRP-161LYS-1,-9.6285
SSI-036ARG-042GLU-1,-103.8087
SSI-036ARG-162GLN-1,-17.0328
SSI-036CYS-039CYS-1,-2.9398
SSI-036GLN-040HIE-1,-1.4012
SSI-036GLN-105LEU-1,-0.6765
SSI-036GLU-039ARG-1,-117.6015
SSI-036GLU-039LYS-1,-107.6465
SSI-036GLU-045LEU-1,-0.7745
SSI-036GLU-053VAL-1,-0.4149
SSI-036GLU-056ARG-1,-75.2520
SSI-036HIE-063LEU-1,-1.3827
SSI-036ILE-040THR-1,-1.3108
SSI-036ILE-061ILE-1,-0.8795
SSI-036ILE-063TRP-1,-1.4742
SSI-036LEU-039MET-1,-0.6003
SSI-036LEU-041ILE-1,-0.6516
SSI-036LEU-046PHE-1,-2.1110
SSI-036LEU-046PHE-2,-2.2283
SSI-036LEU-047TYR-1,-0.9998
SSI-036LEU-098ILE-1,-0.2918
SSI-036MET-049LEU-1,-1.2368
SSI-036MET-054VAL-1,-3.8331
SSI-036PHE-075SER-2,-1.8957
SSI-036PHE-113ASP-1,-2.7767
SSI-036PHE-303TRP-1,-1.0396
SSI-036SER-069THR-1,-1.2123
SSI-036THR-090GLU-1,-21.9628
SSI-036THR-104MET-1,-0.3678
SSI-036THR-133PHE-1,-0.9817
SSI-036TRP-047PHE-1,-0.6155
SSI-036TRP-049PRO-1,-3.0343
SSI-036VAL-060TYR-1,-1.2629
SSI-036VAL-070TRP-1,-0.8854
SSI-036VAL-086TYR-1,-0.5160
SSI-037ALA-056ILE-1,-0.5762
SSI-037ARG-152GLU-1,-119.2445
SSI-037ASN-040THR-1,1.3727
SSI-037ASN-067GLU-1,-3.1701
SSI-037ASP-040ARG-1,-73.7069
SSI-037ASP-064TYR-1,-16.3770
SSI-037HIE-050GLU-1,-24.6739
SSI-037ILE-116PHE-1,-0.9726
SSI-037ILE-125LEU-1,-0.9080
SSI-037ILE-162PRO-1,-0.3854
SSI-037ILE-165VAL-1,-0.8600
SSI-037LYS-162PHE-1,-1.0571
SSI-037PHE-048HIE-1,-1.3582
SSI-037SER-043ASP-1,-4.4471
SSI-037THR-053ILE-1,-2.6039
SSI-037THR-085LYS-2,-2.2779
SSI-037TRP-050ALA-1,-1.1796
SSI-037TRP-053LEU-1,-1.1396
SSI-037TRP-055LYS-1,-11.5841
SSI-037TRP-055LYS-2,-0.5399
SSI-037TYR-046THR-1,-1.4489
SSI-037TYR-050LYS-1,-2.4071
SSI-037TYR-066LEU-1,-1.0747
SSI-037TYR-068VAL-1,-0.5985
SSI-038ASN-199LEU-1,-0.5788
SSI-038ASN-202PHE-1,-2.3000
SSI-038CYS-095PHE-1,-0.9446
SSI-038GLN-042ASP-1,-19.0024
SSI-038ILE-085ARG-1,-0.4255
SSI-038ILE-094LYS-1,-1.2913
SSI-038LEU-045PHE-1,-0.5605
SSI-038LEU-047TYR-2,-0.6543
SSI-038LEU-054LEU-1,-0.3092
SSI-038LEU-109SER-1,-0.6730
SSI-038LEU-109VAL-1,-0.7805
SSI-038LYS-047PHE-1,-1.7223
SSI-038MET-041LEU-1,-0.6899
SSI-038MET-146PHE-1,-2.5749
SSI-038PHE-042PHE-1,-1.7149
SSI-038PHE-042VAL-1,-1.2700
SSI-038PHE-046ARG-1,-1.0144
SSI-038PHE-049PHE-1,-1.0735
SSI-038PHE-061VAL-1,-1.5437
SSI-038PHE-061VAL-2,-0.6234
SSI-038PHE-101PRO-1,-0.5861
SSI-038PRO-108ARG-1,-0.5803
SSI-038THR-053PHE-1,-1.2951
SSI-038TRP-063TRP-1,-3.0297
SSI-038TRP-065PRO-1,-3.5311
SSI-038TRP-068TYR-1,-1.6514
SSI-038TRP-073ILE-1,-0.7088
SSI-038TRP-078ALA-1,-0.6455
SSI-038TRP-081TYR-1,-3.5829
SSI-038TRP-082ILE-1,-1.1001
SSI-038TRP-132ILE-1,-1.2826
SSI-038TYR-060TYR-1,-2.0824
SSI-038VAL-041VAL-1,-0.5764
